LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,12/23/2019,Movies & Entertainment,18142
MA,Mastercard Inc.,Information Technology,Data Processing & Outsourced Services,7/18/2008,Data Processing & Outsourced Services,338945
MAA,Mid-America Apartments,Real Estate,Residential REITs,12/2/2016,Residential REITs,15833
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,"Hotels, Resorts & Cruise Lines",42292
MAS,Masco Corp.,Industrials,Building Products,6/30/1981,Building Products,13751
MCD,McDonald's Corp.,Consumer Discretionary,Restaurants,6/30/1970,Restaurants,160221
MCHP,Microchip Technology,Information Technology,Semiconductors,9/7/2007,Semiconductors,43684
MCK,McKesson Corp.,Health Care,Health Care Distributors,,Health Care Distributors,28776
MCO,Moody's Corp,Financials,Financial Exchanges & Data,,Financial Exchanges & Data,52649
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,10/2/2012,Packaged Foods & Meats,77496
MDT,Medtronic plc,Health Care,Health Care Equipment,10/31/1986,Health Care Equipment,161091
MET,MetLife Inc.,Financials,Life & Health Insurance,,Life & Health Insurance,50879
MGM,MGM Resorts International,Consumer Discretionary,Casinos & Gaming,7/26/2017,Casinos & Gaming,17282
MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,12/23/2013,Home Furnishings,12182
MKC,McCormick & Co.,Consumer Staples,Packaged Foods & Meats,,Packaged Foods & Meats,23223
MKTX,MarketAxess,Financials,Financial Exchanges & Data,7/1/2019,Financial Exchanges & Data,20405
MLM,Martin Marietta Materials,Materials,Construction Materials,7/2/2014,Construction Materials,20279
MMC,Marsh & McLennan,Financials,Insurance Brokers,8/31/1987,Insurance Brokers,58165
MMM,3M Company,Industrials,Industrial Conglomerates,8/9/1976,Industrial Conglomerates,102286
MNST,Monster Beverage,Consumer Staples,Soft Drinks,6/28/2012,Soft Drinks,48662
MO,Altria Group Inc,Consumer Staples,Tobacco,3/4/1957,Tobacco,80673
MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,9/26/2011,Fertilizers & Agricultural Chemicals,11618
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,7/1/2011,Oil & Gas Refining & Marketing,33871
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,2/12/2021,Semiconductors,17495
MRK,Merck & Co.,Health Care,Pharmaceuticals,3/4/1957,Pharmaceuticals,187854
MRO,Marathon Oil Corp.,Energy,Oil & Gas Exploration & Production,5/1/1991,Oil & Gas Exploration & Production,7563
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,,Investment Banking & Brokerage,137589
MSCI,MSCI Inc,Financials,Financial Exchanges & Data,4/4/2018,Financial Exchanges & Data,36407
MSFT,Microsoft Corp.,Information Technology,Systems Software,6/1/1994,Systems Software,1838040
MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,,Communications Equipment,30990
MTB,M&T Bank,Financials,Regional Banks,2/23/2004,Regional Banks,19073
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,9/6/2016,Life Sciences Tools & Services,28335
MU,Micron Technology,Information Technology,Semiconductors,9/27/1994,Semiconductors,98152
MXIM,Maxim Integrated Products,Information Technology,Semiconductors,12/3/2018,Semiconductors,25773
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",10/13/2017,"Hotels, Resorts & Cruise Lines",7950
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,10/22/2008,Financial Exchanges & Data,23619
NEE,NextEra Energy,Utilities,Multi-Utilities,6/30/1976,Multi-Utilities,159122
NEM,Newmont Corporation,Materials,Gold,6/30/1969,Gold,46433
NFLX,Netflix Inc.,Communication Services,Movies & Entertainment,12/20/2010,Movies & Entertainment,246817
NI,NiSource Inc.,Utilities,Multi-Utilities,,Multi-Utilities,8575
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",11/30/1988,"Apparel, Accessories & Luxury Goods",223404
NLOK,NortonLifeLock,Information Technology,Application Software,3/25/2003,Application Software,12446
NLSN,Nielsen Holdings,Industrials,Research & Consulting Services,7/9/2013,Research & Consulting Services,8372
NOC,Northrop Grumman,Industrials,Aerospace & Defense,6/30/1985,Aerospace & Defense,48494
NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,3/14/2005,Oil & Gas Equipment & Services,5636
NOW,ServiceNow,Information Technology,Systems Software,11/21/2019,Systems Software,114863
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,1/29/2010,Independent Power Producers & Energy Traders,9912
NSC,Norfolk Southern Corp.,Industrials,Railroads,3/4/1957,Railroads,64590
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",6/25/1999,"Technology Hardware, Storage & Peripherals",15379
NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,,Asset Management & Custody Banks,20603
NUE,Nucor Corp.,Materials,Steel,4/30/1985,Steel,17311
NVDA,Nvidia Corporation,Information Technology,Semiconductors,11/30/2001,Semiconductors,379576
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,9/26/2019,Homebuilding,17116
NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,4/30/1989,Housewares & Specialties,10093
NWS,News Corp (Class B),Communication Services,Publishing,9/18/2015,Publishing,13832
NWSA,News Corp (Class A),Communication Services,Publishing,8/1/2013,Publishing,14052
NXPI,NXP Semiconductors,Information Technology,Semiconductors,3/22/2021,Semiconductors,52505
O,Realty Income Corporation,Real Estate,Retail REITs,4/7/2015,Retail REITs,23037
ODFL,Old Dominion Freight Line,Industrials,Trucking,12/9/2019,Trucking,24661
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,3/15/2010,Oil & Gas Storage & Transportation,20419
OMC,Omnicom Group,Communication Services,Advertising,,Advertising,14165
ORCL,Oracle Corp.,Information Technology,Application Software,8/31/1989,Application Software,182942
ORLY,O'Reilly Automotive,Consumer Discretionary,Specialty Stores,3/27/2009,Specialty Stores,31181
OTIS,Otis Worldwide,Industrials,Industrial Machinery,4/3/2020,Industrial Machinery,27365
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,12/31/1982,Oil & Gas Exploration & Production,24639
PAYC,Paycom,Information Technology,Application Software,1/28/2020,Application Software,22475
PAYX,Paychex Inc.,Information Technology,Data Processing & Outsourced Services,,Data Processing & Outsourced Services,32023
PBCT,People's United Financial,Financials,Thrifts & Mortgage Finance,11/13/2008,Thrifts & Mortgage Finance,6611
PCAR,Paccar,Industrials,Construction Machinery & Heavy Trucks,12/31/1980,Construction Machinery & Heavy Trucks,33664
PEAK,Healthpeak Properties,Real Estate,Health Care REITs,3/31/2008,Health Care REITs,16240
PEG,Public Service Enterprise Group (PSEG),Utilities,Electric Utilities,3/4/1957,Electric Utilities,29313
PENN,Penn National Gaming,Consumer Discretionary,Casinos & Gaming,3/22/2021,Casinos & Gaming,14038
PEP,PepsiCo Inc.,Consumer Staples,Soft Drinks,3/4/1957,Soft Drinks,185392
PFE,Pfizer Inc.,Health Care,Pharmaceuticals,3/4/1957,Pharmaceuticals,192820
PFG,Principal Financial Group,Financials,Life & Health Insurance,7/22/2002,Life & Health Insurance,14854
PG,Procter & Gamble,Consumer Staples,Personal Products,3/4/1957,Personal Products,315000
PGR,Progressive Corp.,Financials,Property & Casualty Insurance,8/4/1997,Property & Casualty Insurance,49817
PH,Parker-Hannifin,Industrials,Industrial Machinery,11/30/1985,Industrial Machinery,35585
PHM,PulteGroup,Consumer Discretionary,Homebuilding,4/30/1984,Homebuilding,12408
PKG,Packaging Corporation of America,Materials,Paper Packaging,7/26/2017,Paper Packaging,12615
PKI,PerkinElmer,Health Care,Health Care Equipment,5/31/1985,Health Care Equipment,16402
PLD,Prologis,Real Estate,Industrial REITs,7/17/2003,Industrial REITs,78815
PM,Philip Morris International,Consumer Staples,Tobacco,3/31/2008,Tobacco,133940
PNC,PNC Financial Services,Financials,Regional Banks,4/30/1988,Regional Banks,72041
PNR,Pentair plc,Industrials,Industrial Machinery,10/1/2012,Industrial Machinery,9118
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,,Multi-Utilities,8558
POOL,Pool Corporation,Consumer Discretionary,Distributors,10/7/2020,Distributors,13385
PPG,PPG Industries,Materials,Specialty Chemicals,3/4/1957,Specialty Chemicals,32442
PPL,PPL Corp.,Utilities,Electric Utilities,,Electric Utilities,21541
PRGO,Perrigo,Health Care,Pharmaceuticals,12/19/2011,Pharmaceuticals,6057
PRU,Prudential Financial,Financials,Life & Health Insurance,7/22/2002,Life & Health Insurance,32772
PSA,Public Storage,Real Estate,Specialized REITs,8/19/2005,Specialized REITs,40200
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,5/1/2012,Oil & Gas Refining & Marketing,34677
PTC,PTC Inc,Information Technology,Application Software,4/20/2021,Application Software,15184
PVH,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2/15/2013,"Apparel, Accessories & Luxury Goods",6937
PWR,Quanta Services Inc.,Industrials,Construction & Engineering,7/1/2009,Construction & Engineering,10776
PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,9/24/2008,Oil & Gas Exploration & Production,29438
PYPL,PayPal,Information Technology,Data Processing & Outsourced Services,7/20/2015,Data Processing & Outsourced Services,356962
QCOM,Qualcomm,Information Technology,Semiconductors,,Semiconductors,167173
QRVO,Qorvo,Information Technology,Semiconductors,6/11/2015,Semiconductors,20190
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",12/5/2014,"Hotels, Resorts & Cruise Lines",17613
RE,Everest Re Group Ltd.,Financials,Reinsurance,6/19/2017,Reinsurance,9609
REG,Regency Centers Corporation,Real Estate,Retail REITs,3/2/2017,Retail REITs,8861
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,5/1/2013,Biotechnology,51499
RF,Regions Financial Corp.,Financials,Regional Banks,8/28/1998,Regional Banks,19419
RHI,Robert Half International,Industrials,Human Resource & Employment Services,12/5/2000,Human Resource & Employment Services,8456
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,3/20/2017,Investment Banking & Brokerage,16177
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2/2/2007,"Apparel, Accessories & Luxury Goods",8172
RMD,ResMed,Health Care,Health Care Equipment,7/26/2017,Health Care Equipment,28242
ROK,Rockwell Automation Inc.,Industrials,Electrical Components & Equipment,,Electrical Components & Equipment,29005
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,10/1/2018,Environmental & Facilities Services,18111
ROP,Roper Technologies,Industrials,Industrial Conglomerates,12/23/2009,Industrial Conglomerates,40249
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,12/21/2009,Apparel Retail,42750
RSG,Republic Services Inc,Industrials,Environmental & Facilities Services,12/5/2008,Environmental & Facilities Services,28805
RTX,Raytheon Technologies,Industrials,Aerospace & Defense,,Aerospace & Defense,110314
SBAC,SBA Communications,Real Estate,Specialized REITs,9/1/2017,Specialized REITs,28815
SBUX,Starbucks Corp.,Consumer Discretionary,Restaurants,,Restaurants,124970
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,6/2/1997,Investment Banking & Brokerage,114529
SEE,Sealed Air,Materials,Paper Packaging,3/4/1957,Paper Packaging,6627
SHW,Sherwin-Williams,Materials,Specialty Chemicals,6/30/1964,Specialty Chemicals,64251
SIVB,SVB Financial,Financials,Regional Banks,3/19/2018,Regional Banks,27248
SJM,JM Smucker,Consumer Staples,Packaged Foods & Meats,11/6/2008,Packaged Foods & Meats,12621
SLB,Schlumberger Ltd.,Energy,Oil & Gas Equipment & Services,3/31/1965,Oil & Gas Equipment & Services,37502
SNA,Snap-on,Industrials,Industrial Machinery,9/30/1982,Industrial Machinery,10220
SNPS,Synopsys Inc.,Information Technology,Application Software,3/16/2017,Application Software,44481
SO,Southern Company,Utilities,Electric Utilities,3/4/1957,Electric Utilities,62635
SPG,Simon Property Group Inc,Real Estate,Retail REITs,6/26/2002,Retail REITs,36088
SPGI,S&P Global Inc.,Financials,Financial Exchanges & Data,,Financial Exchanges & Data,81435
SRE,Sempra Energy,Utilities,Multi-Utilities,,Multi-Utilities,35965
STE,Steris,Health Care,Health Care Equipment,12/23/2019,Health Care Equipment,15576
STT,State Street Corp.,Financials,Asset Management & Custody Banks,,Asset Management & Custody Banks,26648
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",7/2/2012,"Technology Hardware, Storage & Peripherals",16803
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,7/1/2005,Distillers & Vintners,45017
SWK,Stanley Black & Decker,Industrials,Industrial Machinery,9/30/1982,Industrial Machinery,27503
SWKS,Skyworks Solutions,Information Technology,Semiconductors,3/12/2015,Semiconductors,32013
SYF,Synchrony Financial,Financials,Consumer Finance,11/18/2015,Consumer Finance,22128
SYK,Stryker Corp.,Health Care,Health Care Equipment,12/12/2000,Health Care Equipment,93244
SYY,Sysco Corp.,Consumer Staples,Food Distributors,12/31/1986,Food Distributors,38989
T,AT&T Inc.,Communication Services,Integrated Telecommunication Services,1983-11-30 (1957-03-04),Integrated Telecommunication Services,206439
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,6/30/1976,Brewers,9646
TDG,TransDigm Group,Industrials,Aerospace & Defense,6/3/2016,Aerospace & Defense,31166
TDY,Teledyne Technologies,Industrials,Aerospace & Defense,6/22/2020,Aerospace & Defense,14424
TEL,TE Connectivity Ltd.,Information Technology,Electronic Manufacturing Services,10/17/2011,Electronic Manufacturing Services,43432
TER,Teradyne,Information Technology,Semiconductor Equipment,9/21/2020,Semiconductor Equipment,23852
TFC,Truist Financial,Financials,Regional Banks,12/4/1997,Regional Banks,75069
TFX,Teleflex,Health Care,Health Care Equipment,1/18/2019,Health Care Equipment,18835
TGT,Target Corp.,Consumer Discretionary,General Merchandise Stores,12/31/1976,General Merchandise Stores,95781
TJX,TJX Companies Inc.,Consumer Discretionary,Apparel Retail,9/30/1985,Apparel Retail,81041
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,8/3/2004,Life Sciences Tools & Services,198198
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,7/15/2019,Wireless Telecommunication Services,151424
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,"Apparel, Accessories & Luxury Goods",10835
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,1/21/2021,Electronic Equipment & Instruments,18805
TROW,T. Rowe Price Group,Financials,Asset Management & Custody Banks,,Asset Management & Custody Banks,37204
TRV,The Travelers Companies,Financials,Property & Casualty Insurance,8/21/2002,Property & Casualty Insurance,37181
TSCO,Tractor Supply Company,Consumer Discretionary,Specialty Stores,1/24/2014,Specialty Stores,18865
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,12/21/2020,Automobile Manufacturers,764254
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,,Packaged Foods & Meats,23956
TT,Trane Technologies plc,Industrials,Building Products,11/17/2010,Building Products,36069
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,3/19/2018,Interactive Home Entertainment,22536
TWTR,"Twitter, Inc.",Communication Services,Interactive Media & Services,6/7/2018,Interactive Media & Services,58823
TXN,Texas Instruments,Information Technology,Semiconductors,,Semiconductors,166182
TXT,Textron Inc.,Industrials,Aerospace & Defense,12/31/1978,Aerospace & Defense,11740
TYL,Tyler Technologies,Information Technology,Application Software,6/22/2020,Application Software,19022
UA,Under Armour (Class C),Consumer Discretionary,"Apparel, Accessories & Luxury Goods",4/8/2016,"Apparel, Accessories & Luxury Goods",9310
UAA,Under Armour (Class A),Consumer Discretionary,"Apparel, Accessories & Luxury Goods",5/1/2014,"Apparel, Accessories & Luxury Goods",9433
UAL,United Airlines Holdings,Industrials,Airlines,9/3/2015,Airlines,14253
UDR,"UDR, Inc.",Real Estate,Residential REITs,3/7/2016,Residential REITs,12515
UHS,Universal Health Services,Health Care,Health Care Facilities,9/20/2014,Health Care Facilities,10895
ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,4/18/2016,Specialty Stores,18465
UNH,UnitedHealth Group Inc.,Health Care,Managed Health Care,7/1/1994,Managed Health Care,308005
UNM,Unum Group,Financials,Life & Health Insurance,3/1/1994,Life & Health Insurance,5204
UNP,Union Pacific Corp,Industrials,Railroads,3/4/1957,Railroads,143336
UPS,United Parcel Service,Industrials,Air Freight & Logistics,7/22/2002,Air Freight & Logistics,139913
URI,"United Rentals, Inc.",Industrials,Trading Companies & Distributors,9/20/2014,Trading Companies & Distributors,20798
USB,U.S. Bancorp,Financials,Diversified Banks,,Diversified Banks,73320
V,Visa Inc.,Information Technology,Data Processing & Outsourced Services,12/21/2009,Data Processing & Outsourced Services,458388
VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",6/30/1979,"Apparel, Accessories & Luxury Goods",31681
VIAC,ViacomCBS,Communication Services,Movies & Entertainment,,Movies & Entertainment,36513
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,,Oil & Gas Refining & Marketing,27305
VMC,Vulcan Materials,Materials,Construction Materials,6/30/1999,Construction Materials,21526
VNO,Vornado Realty Trust,Real Estate,Office REITs,,Office REITs,7152
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,10/8/2015,Research & Consulting Services,30624
VRSN,Verisign Inc.,Information Technology,Internet Services & Infrastructure,2/1/2006,Internet Services & Infrastructure,22610
VRTX,Vertex Pharmaceuticals Inc,Health Care,Biotechnology,9/23/2013,Biotechnology,54661
VTR,Ventas Inc,Real Estate,Health Care REITs,3/4/2009,Health Care REITs,18851
VTRS,Viatris,Health Care,Pharmaceuticals,4/23/2004,Pharmaceuticals,22283
VZ,Verizon Communications,Communication Services,Integrated Telecommunication Services,11/30/1983,Integrated Telecommunication Services,224072
WAB,Westinghouse Air Brake Technologies Corp,Industrials,Construction Machinery & Heavy Trucks,2/27/2019,Construction Machinery & Heavy Trucks,15305
WAT,Waters Corporation,Health Care,Health Care Distributors,,Health Care Distributors,17528
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,12/31/1979,Drug Retail,42458
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",7/1/2009,"Technology Hardware, Storage & Peripherals",20403
WEC,WEC Energy Group,Utilities,Electric Utilities,10/31/2008,Electric Utilities,25606
WELL,Welltower Inc.,Real Estate,Health Care REITs,1/30/2009,Health Care REITs,28035
WFC,Wells Fargo,Financials,Diversified Banks,6/30/1976,Diversified Banks,144626
WHR,Whirlpool Corp.,Consumer Discretionary,Household Appliances,,Household Appliances,12356
WLTW,Willis Towers Watson,Financials,Insurance Brokers,1/5/2016,Insurance Brokers,29403
WM,Waste Management Inc.,Industrials,Environmental & Facilities Services,,Environmental & Facilities Services,47585
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,3/31/1975,Oil & Gas Storage & Transportation,27802
WMT,Walmart,Consumer Staples,Hypermarkets & Super Centers,8/31/1982,Hypermarkets & Super Centers,412113
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,12/5/2019,Property & Casualty Insurance,12093
WRK,WestRock,Materials,Paper Packaging,,Paper Packaging,11512
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,5/22/2020,Health Care Supplies,21853
WU,Western Union Co,Information Technology,Data Processing & Outsourced Services,9/29/2006,Data Processing & Outsourced Services,9825
WY,Weyerhaeuser,Real Estate,Specialized REITs,,Specialized REITs,26042
WYNN,Wynn Resorts Ltd,Consumer Discretionary,Casinos & Gaming,11/14/2008,Casinos & Gaming,14037
XEL,Xcel Energy Inc,Utilities,Multi-Utilities,3/4/1957,Multi-Utilities,32511
XLNX,Xilinx,Information Technology,Semiconductors,11/8/1999,Semiconductors,34971
XOM,Exxon Mobil Corp.,Energy,Integrated Oil & Gas,3/4/1957,Integrated Oil & Gas,220285
XRAY,Dentsply Sirona,Health Care,Health Care Supplies,11/14/2008,Health Care Supplies,11852
XYL,Xylem Inc.,Industrials,Industrial Machinery,11/1/2011,Industrial Machinery,17838
YUM,Yum! Brands Inc,Consumer Discretionary,Restaurants,10/6/1997,Restaurants,31855
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,8/7/2001,Health Care Equipment,33240
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,12/23/2019,Electronic Equipment & Instruments,25985
ZION,Zions Bancorp,Financials,Regional Banks,6/22/2001,Regional Banks,8417
ZTS,Zoetis,Health Care,Pharmaceuticals,6/21/2013,Pharmaceuticals,79045
